,Rating,Size,Price
1662,4.3,24.0,0.0
1663,4.2,33.0,0.0
1664,4.6,7.8,0.0
1665,4.4,46.0,0.0
1666,4.4,69.0,0.0
1667,4.5,75.0,0.0
1668,4.4,67.0,0.0
1669,4.3,50.0,0.0
1670,4.6,98.0,0.0
1672,4.2,4.9,0.0
1673,4.2,37.0,0.0
1674,4.5,18.0,0.0
1675,4.5,52.0,0.0
1677,4.7,78.0,0.0
1678,4.7,3.9,0.0
1679,4.5,59.0,0.0
1680,4.4,97.0,0.0
1681,4.3,11.0,0.0
1682,3.8,38.0,0.0
1687,4.1,85.0,0.0
1688,4.3,78.0,0.0
1689,4.4,63.0,0.0
1691,4.3,24.0,0.0
1692,4.4,69.0,0.0
1693,4.7,75.0,0.0
1695,4.4,70.0,0.0
1696,4.6,63.0,0.0
1697,4.5,99.0,0.0
1698,4.4,49.0,0.0
1707,4.5,82.0,0.0
1709,4.6,96.0,0.0
1713,4.5,99.0,0.0
1714,4.8,87.0,0.0
1718,4.5,53.0,0.0
1731,4.3,23.0,0.0
1732,4.5,72.0,0.0
1736,4.5,35.0,0.0
1737,4.6,78.0,0.0
1738,4.7,25.0,0.0
1739,4.6,74.0,0.0
1741,4.4,17.0,0.0
1742,4.5,53.0,0.0
1745,4.5,60.0,0.0
1746,4.5,57.0,0.0
1747,4.4,14.0,0.0
1753,4.2,40.0,0.0
1758,4.5,100.0,0.0
1764,4.1,85.0,0.0
1766,4.4,33.0,0.0
1767,4.2,32.0,0.0
1768,4.4,40.0,0.0
1769,4.7,29.0,0.0
1770,4.3,40.0,0.0
1771,4.7,24.0,0.0
1772,4.2,38.0,0.0
1773,4.3,52.0,0.0
1775,4.1,54.0,0.0
1776,4.1,71.0,0.0
1777,4.2,73.0,0.0
1779,4.7,38.0,0.0
1780,4.6,62.0,0.0
1781,4.5,95.0,0.0
1782,3.1,16.0,0.0
1783,4.1,39.0,0.0
1784,3.4,78.0,0.0
1785,4.4,36.0,0.0
1787,4.6,31.0,0.0
1789,4.3,98.0,0.0
1790,4.6,24.0,0.0
1791,4.2,85.0,0.0
1793,4.5,100.0,0.0
1795,4.2,86.0,0.0
1796,4.5,80.0,0.0
1798,4.4,79.0,0.0
1799,4.6,30.0,0.0
1800,4.5,87.0,0.0
1801,4.3,91.0,0.0
1802,4.6,63.0,0.0
1805,4.5,95.0,0.0
1806,4.6,48.0,0.0
1809,4.1,93.0,0.0
1810,4.5,53.0,0.0
1811,4.6,82.0,0.0
1812,4.4,99.0,0.0
1813,4.7,49.0,0.0
1814,4.6,25.0,0.0
1816,4.5,91.0,0.0
1817,4.6,52.0,0.0
1818,4.2,56.0,0.0
1819,4.5,56.0,0.0
1820,4.8,85.0,0.0
1821,4.1,81.0,0.0
1822,4.3,82.0,0.0
1823,4.4,98.0,0.0
1824,4.0,77.0,0.0
1825,4.2,99.0,0.0
1827,4.2,96.0,0.0
1828,4.5,96.0,0.0
1829,4.7,82.0,0.0
1830,4.2,70.0,0.0
1831,4.4,63.0,2.99
1832,4.6,35.0,1.99
1833,4.9,48.0,4.99
1834,4.4,84.0,4.99
1835,4.5,15.0,4.99
1836,4.6,69.0,5.99
1837,4.2,46.0,6.99
1838,4.5,15.0,9.99
1839,4.6,33.0,4.99
1843,4.6,57.0,0.0
1845,4.6,25.0,0.0
1848,4.3,31.0,0.0
1851,4.3,92.0,0.0
1852,4.3,70.0,0.0
1853,4.6,93.0,0.0
1854,4.5,52.0,0.0
1856,4.2,37.0,0.0
1857,4.7,64.0,0.0
1858,4.3,35.0,0.0
1859,4.0,97.0,0.0
1860,4.4,93.0,0.0
1861,4.3,28.0,0.0
1862,4.6,83.0,0.0
1863,4.7,99.0,0.0
1864,4.4,55.0,0.0
1866,4.4,14.0,0.0
1867,4.3,81.0,0.0
1893,4.5,94.0,0.0
1900,4.5,14.0,0.0
1903,4.5,29.0,0.0
1912,4.6,29.0,0.0
1919,4.5,60.0,0.0
1926,4.4,70.0,0.0
1927,4.6,99.0,0.0
1930,4.5,27.0,0.0
1931,4.5,70.0,0.0
1932,4.6,88.0,0.0
1933,4.6,63.0,0.0
1934,4.3,82.0,0.0
1937,4.7,31.0,0.0
1938,4.5,23.0,0.0
1940,4.7,59.0,0.0
1941,4.6,39.0,0.0
1942,4.4,54.0,0.0
1943,4.3,48.0,0.0
1945,4.3,30.0,0.0
1946,4.4,66.0,0.0
1947,4.2,32.0,0.0
1950,4.4,61.0,0.0
1951,4.7,49.0,0.0
1952,4.2,38.0,0.0
1953,4.1,20.0,0.0
1956,4.5,66.0,0.0
1957,4.1,57.0,0.0
1958,4.3,95.0,0.0
1961,4.5,32.0,0.0
1962,4.6,33.0,0.0
1963,4.0,66.0,0.0
1964,4.3,75.0,0.0
1965,4.5,29.0,0.0
1971,4.6,50.0,0.0
1974,4.5,41.0,0.0
1975,4.5,63.0,0.0
1980,4.4,20.0,0.0
1983,4.7,13.0,0.0
1993,4.4,15.0,0.0
1994,4.6,33.0,0.0
1997,4.6,10.0,0.0
1998,4.6,77.0,0.0
2005,4.3,23.0,0.0
2006,4.6,51.0,0.0
2007,4.4,96.0,0.0
2012,4.3,38.0,0.0
2013,4.7,24.0,0.0
2017,4.4,19.0,0.0
2018,4.4,51.0,0.0
2019,4.5,22.0,0.0
2020,4.6,46.0,0.0
2021,4.5,21.0,0.0
2022,4.3,39.0,0.0
2023,4.7,23.0,0.0
2027,4.5,15.0,0.0
2028,4.5,20.0,0.0
2030,4.4,44.0,0.0
2031,4.3,38.0,0.0
2032,4.6,52.0,0.0
2034,4.2,49.0,0.0
2035,4.5,8.9,0.0
2037,4.5,56.0,0.0
2038,4.4,99.0,0.0
2039,4.4,10.0,0.0
2040,4.8,6.9,0.0
2042,4.4,10.0,0.0
2043,4.3,19.0,0.0
2044,4.6,33.0,0.0
2046,4.5,48.0,0.0
2047,4.5,9.6,0.0
2049,4.0,15.0,0.0
2051,4.6,50.0,0.0
2052,4.5,51.0,0.0
2053,4.5,24.0,0.0
2055,4.4,16.0,0.0
2058,4.5,63.0,0.0
2059,4.2,15.0,0.0
2060,4.3,26.0,0.0
2061,4.5,81.0,0.0
2062,4.2,79.0,3.99
2064,4.4,94.0,0.0
2066,4.6,43.0,0.0
2067,4.5,45.0,0.0
2068,4.2,91.0,0.0
2069,4.5,91.0,0.0
2070,4.6,53.0,0.0
2071,4.6,28.0,0.0
2072,4.1,26.0,0.0
2073,4.5,56.0,0.0
2074,4.6,80.0,0.0
2075,4.6,60.0,0.0
2077,4.3,67.0,0.0
2078,3.8,78.0,0.0
2079,4.5,27.0,0.0
2081,4.8,63.0,0.0
2082,3.9,26.0,0.0
2083,4.5,46.0,0.0
2084,4.4,83.0,0.0
2085,4.3,60.0,2.99
2086,4.2,44.0,3.99
2087,3.0,82.0,2.99
2092,4.1,78.0,0.0
2096,4.6,94.0,0.0
2097,4.3,16.0,0.0
2098,4.3,93.0,0.0
2099,4.5,77.0,0.0
2100,4.2,32.0,0.0
2101,4.2,58.0,0.0
2102,4.4,48.0,0.0
2103,4.5,69.0,0.0
2104,4.1,73.0,0.0
2105,4.2,99.0,0.0
2106,4.1,16.0,0.0
2107,4.7,54.0,0.0
2108,4.3,56.0,0.0
2109,4.4,68.0,0.0
2110,4.4,25.0,0.0
2112,4.3,54.0,0.0
2116,4.2,44.0,0.0
2117,4.2,8.7,0.0
2118,4.3,91.0,0.0
2119,4.3,97.0,0.0
2120,4.1,26.0,0.0
2121,4.2,16.0,0.0
2123,4.3,53.0,0.0
2125,4.5,83.0,0.0
2126,4.1,78.0,0.0
2128,4.2,21.0,0.0
2129,4.4,26.0,0.0
2130,4.0,60.0,0.0
2131,4.1,22.0,0.0
2134,4.4,58.0,0.0
2136,4.1,22.0,0.0
2137,4.0,36.0,0.0
2138,4.3,37.0,0.0
2139,4.6,70.0,0.0
2140,4.3,34.0,0.0
2141,4.7,49.0,0.0
2142,4.3,9.8,0.0
2143,4.4,37.0,0.0
2145,4.7,55.0,0.0
2146,3.9,84.0,0.0
2147,4.1,16.0,0.0
2148,4.1,92.0,0.0
2149,4.1,57.0,0.0
2152,4.4,6.9,4.99
2153,4.3,44.0,3.99
2154,4.5,11.0,2.99
2155,4.3,16.0,0.0
2156,4.3,17.0,0.0
2157,4.1,18.0,0.0
2158,4.1,16.0,0.0
2159,4.1,19.0,0.0
2160,4.6,1.6,0.0
2161,4.1,47.0,0.0
2162,4.4,16.0,0.0
2163,4.4,14.0,0.0
2165,4.0,75.0,0.0
2166,4.8,25.0,0.0
2167,3.8,5.7,0.0
2169,4.5,17.0,0.0
2170,4.8,3.5,2.99
2171,4.4,16.0,0.99
2172,4.8,42.0,0.99
2173,4.2,47.0,0.99
2174,4.2,67.0,4.99
2175,4.0,26.0,2.99
2176,4.7,72.0,4.99
2177,4.7,37.0,2.99
2178,3.9,1.2,4.99
2179,4.5,17.0,4.99
2180,4.1,19.0,0.0
2181,4.4,23.0,0.0
2182,3.9,25.0,0.0
2183,4.4,83.0,0.0
2185,3.6,97.0,0.0
2186,4.4,37.0,0.0
2187,4.1,92.0,0.0
2188,3.6,48.0,0.0
2189,4.6,12.0,2.99
2190,4.3,15.0,2.99
2191,4.5,83.0,3.99
2192,4.4,9.5,3.99
2210,3.9,63.0,0.0
2212,4.1,14.0,0.0
2213,3.9,58.0,0.0
2215,4.2,15.0,0.0
2217,3.8,50.0,0.0
2218,4.3,59.0,0.0
2221,3.9,54.0,0.0
2228,4.0,61.0,0.0
2230,4.3,91.0,0.0
2231,4.3,17.0,0.0
2233,4.2,17.0,0.0
2235,4.3,64.0,0.0
2236,4.2,41.0,0.0
2237,4.6,58.0,0.0
2238,4.1,23.0,0.0
2239,4.5,71.0,0.0
2242,4.3,23.0,2.99
2243,4.2,12.0,9.0
2244,4.4,0.704,0.99
2245,4.6,2.9,5.49
2246,4.5,25.0,9.99
2248,4.5,20.0,10.0
2249,3.2,21.0,3.99
2250,4.6,5.4,5.99
2251,4.5,25.0,24.99
2252,4.1,42.0,11.99
2253,4.6,32.0,79.99
2254,4.5,1.8,11.99
2255,4.4,33.0,2.99
2256,4.4,3.8,16.99
2257,4.4,5.8,3.99
2258,3.8,9.5,2.99
2259,4.6,19.0,9.99
2261,4.0,5.0,14.99
2262,5.0,23.0,2.99
2263,4.3,0.862,3.99
2264,3.4,9.9,2.99
2266,3.4,2.4,29.99
2267,4.3,0.899,2.99
2268,4.4,38.0,2.99
2269,4.4,6.5,12.99
2270,4.2,14.0,4.99
2271,5.0,1.2,2.99
2272,4.1,48.0,14.99
2273,3.9,0.378,5.99
2274,4.6,22.0,3.49
2275,4.2,4.8,0.99
2277,4.2,25.0,24.99
2278,3.6,0.266,10.99
2279,4.5,0.375,1.99
2281,4.7,1.2,4.99
2283,4.5,2.8,2.99
2284,4.2,95.0,7.49
2285,4.2,2.6,1.5
2286,4.3,4.6,2.99
2288,4.1,5.1,1.99
2289,4.4,1.8,9.99
2292,4.2,53.0,3.99
2293,4.5,39.0,7.99
2295,2.6,14.0,9.99
2296,4.6,8.4,3.99
2297,4.8,18.0,19.99
2298,4.2,41.0,29.99
2299,4.7,100.0,15.99
2300,3.0,3.4,0.99
2301,3.5,68.0,33.99
2302,4.6,2.6,0.99
2303,4.8,11.0,0.0
2305,4.6,37.0,0.0
2307,4.8,9.8,0.0
2308,4.0,23.0,0.0
2309,3.7,18.0,0.0
2310,4.2,7.4,0.0
2311,4.8,11.0,0.0
2313,3.5,23.0,0.0
2314,3.9,34.0,0.0
2315,4.2,15.0,0.0
2316,4.8,13.0,0.0
2317,2.7,24.0,0.0
2318,4.2,20.0,0.0
2319,4.7,14.0,0.0
2320,4.6,69.0,0.0
2321,4.5,38.0,0.0
2322,4.7,26.0,0.0
2323,4.7,2.6,0.0
2324,4.5,21.0,0.0
2325,4.7,38.0,0.0
2326,4.0,16.0,0.0
2327,3.4,21.0,0.0
2328,3.5,10.0,0.0
2329,3.0,22.0,0.0
2330,4.7,14.0,0.0
2331,4.6,36.0,0.0
2332,4.2,16.0,0.0
2333,4.8,61.0,0.0
2334,4.5,11.0,0.0
2335,4.2,8.5,0.0
2336,3.8,37.0,0.0
2339,4.5,22.0,0.0
2340,4.0,17.0,0.0
2341,3.6,7.7,0.0
2342,4.4,39.0,0.0
2343,4.7,30.0,0.0
2345,3.6,28.0,0.0
2346,4.5,16.0,0.0
2347,4.1,20.0,0.0
2348,4.6,8.9,0.0
2349,4.7,97.0,0.0
2350,4.7,12.0,0.0
2351,2.8,72.0,0.0
2353,4.6,21.0,0.0
2355,3.4,27.0,0.0
2357,4.0,6.6,0.0
2358,4.8,12.0,0.0
2359,4.2,5.9,0.0
2360,3.0,20.0,0.0
2361,4.5,15.0,0.0
2362,3.7,26.0,0.0
2363,4.5,3.3,0.0
2364,4.5,44.0,0.0
2368,3.6,17.0,0.0
2369,4.4,5.8,0.0
2370,4.4,11.0,0.0
2371,4.5,16.0,0.0
2373,4.1,6.1,0.0
2375,4.3,22.0,0.0
2376,4.3,28.0,0.0
2377,4.7,6.3,0.0
2379,4.5,60.0,0.0
2381,4.2,8.0,0.0
2382,4.4,20.0,0.0
2383,3.9,6.4,0.0
2384,4.2,34.0,0.0
2388,4.1,70.0,0.0
2391,4.1,21.0,0.0
2392,3.5,38.0,0.0
2394,4.0,74.0,0.0
2396,4.3,12.0,0.0
2397,4.3,13.0,0.0
2403,2.3,6.8,0.0
2404,4.5,12.0,0.0
2405,4.3,5.8,0.0
2408,3.1,42.0,0.0
2410,4.4,13.0,0.0
2411,2.9,1.5,0.0
2412,3.1,3.2,0.0
2413,3.7,7.7,0.0
2414,4.0,1.3,39.99
2415,3.8,26.0,0.0
2417,4.4,11.0,0.0
2426,3.7,2.9,0.0
2427,5.0,22.0,0.0
2428,3.0,16.0,0.0
2429,3.7,19.0,0.0
2444,3.7,10.0,0.0
2445,5.0,22.0,0.0
2448,5.0,20.0,0.0
2450,5.0,2.5,0.0
2452,5.0,24.0,0.0
2454,5.0,25.0,0.0
2455,5.0,29.0,0.0
2457,5.0,53.0,0.0
2458,5.0,83.0,0.0
2459,5.0,4.6,0.0
2463,4.3,46.0,0.0
2464,4.9,5.7,0.0
2472,5.0,4.2,0.0
2475,4.9,7.0,0.0
2476,4.6,11.0,0.0
2477,5.0,5.6,0.0
2482,4.0,3.3,0.0
2484,5.0,7.1,0.0
2487,2.6,24.0,0.0
2490,4.3,34.0,0.0
2491,4.7,4.3,0.0
2492,2.5,43.0,0.0
2496,4.5,25.0,0.0
2497,4.3,2.0,0.0
2500,4.4,40.0,0.0
2504,4.5,17.0,0.0
2506,3.8,4.4,0.0
2508,4.0,2.3,0.0
2509,4.5,40.0,0.0
2510,3.7,8.4,0.0
2511,4.3,11.0,0.0
2514,4.4,15.0,0.0
2515,3.8,24.0,0.0
2519,4.3,86.0,0.0
2522,5.0,11.0,0.0
2523,3.6,0.975,0.0
2524,4.0,0.98,0.0
2525,4.3,6.0,0.0
2526,4.7,20.0,0.0
2527,5.0,26.0,0.0
2528,4.7,13.0,0.0
2530,4.6,2.7,0.0
2531,3.1,4.2,0.0
2532,4.4,28.0,0.0
2533,5.0,6.1,0.0
2534,3.6,15.0,0.0
2535,2.8,1.2,0.0
2536,4.4,37.0,0.0
2538,4.6,14.0,0.0
2539,4.2,2.3,0.0
2541,3.8,2.7,0.0
2542,3.5,2.2,0.0
2547,4.4,4.0,0.0
2549,4.2,1.5,0.0
2551,4.3,3.7,0.0
2555,4.4,2.8,0.0
2556,4.4,3.9,0.0
2557,4.3,3.1,0.0
2559,4.4,2.8,0.0
2560,4.5,20.0,0.0
2561,4.6,9.9,0.0
2562,4.6,5.3,0.0
2563,4.6,10.0,0.0
2564,4.4,2.6,0.0
2566,4.5,31.0,0.0
2567,4.3,2.3,0.0
2568,4.4,6.0,0.0
2569,4.6,17.0,0.0
2570,4.3,20.0,0.0
2571,4.8,62.0,0.0
2573,4.6,15.0,0.0
2575,4.6,18.0,0.0
2576,4.3,5.4,0.0
2577,3.6,2.8,0.0
2578,4.0,15.0,0.0
2580,4.4,5.3,0.0
2583,4.5,37.0,0.0
2585,4.2,23.0,0.0
2590,4.1,28.0,0.0
2591,4.5,35.0,0.0
2593,4.2,76.0,0.0
2595,4.3,34.0,0.0
2600,3.7,2.7,0.0
2602,3.7,4.1,0.0
2607,4.1,85.0,0.0
2609,4.1,89.0,0.0
2613,4.3,20.0,0.0
2615,4.2,9.3,0.0
2619,4.1,16.0,0.0
2626,4.0,8.4,0.0
2631,4.0,68.0,0.0
2632,4.4,13.0,0.0
2633,4.0,50.0,0.0
2640,4.0,7.0,0.0
2649,4.4,56.0,0.0
2654,4.0,22.0,0.0
2655,4.5,15.0,0.0
2657,4.3,30.0,0.0
2658,4.2,30.0,0.0
2659,4.3,27.0,0.0
2663,4.5,20.0,0.0
2664,4.3,42.0,0.0
2666,4.2,18.0,0.0
2667,4.4,4.2,0.0
2669,4.2,30.0,0.0
2670,3.6,33.0,0.0
2671,4.5,7.9,0.0
2672,4.4,12.0,0.0
2673,3.8,15.0,0.0
2675,3.6,10.0,0.0
2676,4.2,9.9,0.0
2677,3.6,9.0,0.0
2679,4.4,21.0,0.0
2680,4.5,13.0,0.0
2681,4.1,11.0,0.0
2682,4.3,21.0,0.0
2683,4.3,8.1,0.0
2686,4.2,12.0,0.0
2687,4.2,7.3,0.0
2689,4.2,15.0,0.0
2690,4.3,22.0,0.0
2691,4.6,11.0,0.0
2692,4.4,8.3,0.0
2694,3.8,20.0,0.0
2695,4.6,38.0,0.0
2696,4.5,9.1,0.0
2697,4.1,24.0,0.0
2700,3.8,29.0,0.0
2702,3.3,98.0,0.0
2703,4.1,25.0,0.0
2705,4.2,18.0,0.0
2707,4.4,6.1,0.0
2708,4.1,14.0,0.0
2709,4.2,21.0,0.0
2711,4.3,43.0,0.0
2713,4.1,23.0,0.0
2714,4.5,52.0,0.0
2717,4.5,57.0,0.0
2718,4.6,20.0,0.0
2719,4.7,40.0,0.0
2720,4.3,17.0,0.0
2721,4.4,13.0,0.0
2722,4.4,33.0,0.0
2728,4.1,29.0,0.0
2730,4.5,31.0,0.0
2735,4.3,13.0,0.0
2736,4.1,7.3,0.0
2740,4.6,12.0,0.0
2741,4.2,8.8,0.0
2742,4.2,18.0,0.0
2744,4.2,21.0,0.0
2746,4.2,34.0,0.0
2751,4.0,26.0,0.0
2753,4.4,34.0,0.0
2754,4.0,2.7,0.0
2760,4.5,20.0,0.0
2761,4.2,23.0,0.0
2764,4.4,16.0,0.0
2765,4.5,12.0,0.0
2766,4.6,6.5,0.0
2768,4.3,15.0,0.0
2771,4.7,22.0,0.0
2785,4.0,6.2,0.0
2786,4.5,19.0,0.0
2787,4.1,27.0,0.0
2788,4.4,1.1,0.0
2791,4.5,16.0,0.0
2792,4.4,8.8,0.0
2795,4.3,56.0,0.0
2799,4.5,14.0,0.0
2801,4.1,28.0,0.0
2802,4.6,59.0,0.0
2803,4.8,37.0,0.0
2804,4.0,36.0,0.0
2805,4.7,9.5,0.0
2806,4.7,82.0,0.0
2807,4.1,28.0,0.0
2810,4.5,9.7,0.0
2811,4.7,22.0,0.0
2812,4.7,17.0,0.0
2815,4.5,7.7,0.0
2817,4.5,11.0,0.0
2818,4.5,21.0,0.0
2819,4.4,19.0,0.0
2821,4.3,8.7,0.0
2822,4.5,30.0,0.0
2823,4.4,25.0,0.0
2824,3.3,17.0,0.0
2826,4.4,13.0,0.0
2827,4.5,23.0,0.0
2830,4.5,22.0,0.0
2831,4.7,9.1,0.0
2832,4.5,8.3,0.0
2834,4.6,19.0,0.0
2835,4.4,53.0,0.0
2837,4.3,17.0,0.0
2838,4.6,10.0,0.0
2840,4.5,29.0,0.0
2841,4.5,46.0,0.0
2842,4.2,4.5,0.0
2843,4.0,4.9,0.0
2845,4.7,24.0,0.0
2846,4.3,23.0,0.0
2847,4.6,25.0,0.0
2848,4.4,26.0,0.0
2850,4.3,2.0,0.0
2851,4.3,19.0,0.0
2852,4.4,9.6,0.0
2854,4.4,13.0,0.0
2855,4.6,4.2,0.0
2856,4.3,16.0,0.0
2860,4.2,9.5,0.0
2863,3.9,6.6,0.0
2866,4.2,27.0,0.0
2868,4.3,22.0,0.0
2870,4.3,50.0,0.0
2871,4.1,30.0,0.0
2873,4.3,17.0,0.0
2874,4.0,18.0,0.0
2875,4.0,10.0,0.0
2876,4.0,9.9,0.0
2877,4.4,23.0,0.0
2878,4.3,51.0,0.0
2879,4.1,35.0,0.0
2880,4.2,16.0,0.0
2881,3.9,11.0,0.0
2882,4.4,74.0,0.0
2883,4.4,48.0,5.99
2890,4.0,5.6,0.0
2891,4.3,1.5,0.0
2892,4.2,5.7,0.0
2893,4.0,6.1,0.0
2894,4.1,1.9,0.0
2895,4.1,4.0,0.0
2896,4.0,47.0,0.0
2901,4.0,22.0,0.0
2902,4.4,14.0,0.0
2903,4.1,10.0,0.0
2906,4.3,6.9,2.99
2907,4.2,44.0,0.0
2914,4.4,43.0,0.0
2915,4.4,21.0,0.0
2917,4.6,25.0,0.0
2918,4.0,3.9,0.0
2920,4.2,51.0,0.0
2923,4.6,9.6,0.0
2927,4.2,50.0,0.0
2930,4.4,21.0,0.0
2932,4.4,31.0,0.0
2938,4.5,34.0,0.0
2940,3.8,12.0,0.0
2942,4.4,47.0,0.0
2946,4.2,9.2,0.0
2951,4.2,24.0,0.0
2952,4.1,1.6,0.0
2953,4.3,17.0,0.0
2954,4.0,31.0,0.0
2956,4.3,46.0,0.0
2958,4.5,45.0,0.0
2960,4.3,9.8,0.0
2964,4.4,34.0,0.0
2965,4.7,20.0,0.0
2966,4.6,19.0,0.0
2967,4.2,6.0,0.0
2969,4.3,15.0,0.0
2970,4.5,6.5,0.0
2971,4.6,6.2,0.0
2978,3.9,14.0,0.0
2981,4.3,6.1,0.0
2982,4.6,17.0,0.0
2983,4.3,24.0,0.0
2985,4.0,13.0,0.0
2986,4.0,10.0,0.0
2987,4.6,10.0,0.0
2988,4.3,6.9,0.0
2989,4.2,31.0,0.0
2992,4.0,28.0,0.0
2993,4.6,2.6,0.0
2994,4.7,30.0,0.0
2995,4.3,13.0,0.0
2996,4.0,27.0,0.0
2997,4.5,29.0,0.0
2998,4.7,18.0,0.0
2999,4.4,35.0,0.0
3000,4.8,17.0,0.0
3002,4.3,18.0,0.0
3004,4.4,3.0,0.0
3005,3.9,32.0,0.0
3006,4.4,24.0,0.0
3016,4.1,6.6,0.0
3017,4.0,27.0,0.0
3021,3.1,25.0,0.0
3023,2.9,24.0,0.0
3025,4.5,25.0,0.0
3026,4.3,33.0,0.0
3027,4.1,88.0,0.0
3028,4.3,9.3,0.0
3031,4.4,84.0,0.0
3032,4.2,4.7,0.0
3033,4.3,25.0,0.0
3034,3.4,12.0,0.0
3036,4.2,9.9,0.0
3038,4.0,61.0,0.0
3039,4.1,25.0,29.99
3040,4.0,52.0,0.0
3041,4.6,57.0,0.0
3043,4.5,41.0,0.0
3044,4.4,4.6,0.0
3046,3.5,23.0,0.0
3049,4.0,33.0,0.0
3051,4.8,4.7,0.0
3052,4.1,2.2,0.0
3054,4.3,95.0,0.0
3057,4.6,9.4,0.0
3058,4.5,19.0,0.0
3059,4.3,3.9,0.0
3065,4.5,21.0,0.0
3068,4.0,82.0,0.0
3073,4.1,19.0,0.0
3075,3.5,26.0,0.0
3076,4.5,5.2,0.0
3077,3.9,16.0,0.0
3083,4.6,25.0,0.0
3086,4.5,8.1,0.0
3087,4.4,35.0,0.0
3092,4.0,48.0,0.0
3093,4.2,21.0,0.0
3102,4.1,14.0,0.0
3105,4.4,25.0,0.0
3107,4.3,58.0,0.0
3108,4.5,19.0,0.0
3109,4.5,29.0,0.0
3110,4.4,81.0,0.0
3113,4.4,28.0,0.0
3119,4.0,7.6,0.0
3120,4.7,33.0,0.0
3122,4.6,42.0,0.0
3123,3.9,8.3,0.0
3124,3.6,14.0,0.0
3128,3.9,37.0,0.0
3131,3.1,21.0,0.0
3132,3.7,28.0,0.0
3133,3.4,27.0,0.0
3135,3.6,39.0,0.0
3137,3.3,17.0,0.0
3139,3.0,39.0,0.0
3140,3.6,51.0,0.0
3141,4.8,86.0,0.0
3145,4.5,26.0,0.0
3147,3.7,46.0,0.0
3149,4.4,27.0,0.0
3150,4.1,14.0,0.0
3152,4.0,10.0,0.0
3153,3.9,71.0,0.0
3154,4.4,15.0,0.0
3157,4.3,11.0,0.0
3159,4.2,62.0,0.0
3160,3.5,80.0,0.0
3161,4.3,5.4,0.0
3162,4.7,9.8,0.0
3166,4.3,7.6,0.0
3167,4.1,26.0,0.0
3168,4.2,13.0,0.0
3171,4.3,62.0,0.0
3172,4.3,10.0,0.0
3177,4.4,57.0,0.0
3178,4.2,51.0,0.0
3180,4.2,24.0,0.0
3182,4.4,29.0,0.0
3184,4.4,3.1,0.0
3186,4.4,55.0,0.0
3189,4.4,19.0,0.0
3190,3.7,40.0,0.0
3193,3.6,43.0,0.0
3194,4.4,50.0,0.0
3196,4.1,13.0,0.0
3201,4.2,4.0,0.0
3208,4.3,44.0,0.0
3209,4.2,22.0,0.0
3216,4.1,12.0,0.0
3218,4.4,46.0,0.0
3219,4.1,7.6,0.0
3224,4.5,4.1,0.0
3225,4.2,8.5,0.0
3226,4.2,31.0,0.0
3227,4.2,4.1,0.0
3229,4.7,22.0,0.0
3231,4.2,28.0,0.0
3233,4.1,5.9,0.0
3237,4.2,3.9,0.0
3239,4.5,15.0,0.0
3240,4.6,4.3,0.0
3245,4.0,5.3,0.0
3247,3.1,16.0,0.0
3248,4.6,7.5,0.0
3254,4.4,5.8,0.0
3255,4.6,17.0,0.0
3257,4.6,8.5,0.0
3259,4.4,9.1,0.0
3260,4.2,7.6,0.0
3261,4.4,2.5,0.0
3262,3.1,15.0,0.0
3267,3.9,6.1,0.0
3269,3.9,17.0,0.0
3274,4.3,58.0,0.0
3275,3.7,4.6,0.0
3276,3.5,16.0,0.0
3277,3.8,1.3,0.0
3278,3.6,2.3,0.0
3279,3.1,1.9,0.0
3280,3.8,2.7,0.0
3281,4.2,16.0,0.0
3282,4.0,11.0,0.0
3283,4.3,5.3,0.0
3285,4.5,4.2,0.0
3287,4.5,9.1,0.0
3288,4.4,4.3,0.0
3293,4.4,1.8,0.0
3295,4.4,8.5,0.0
3296,4.3,4.4,0.0
3298,4.7,3.8,0.0
3299,4.5,11.0,0.0
3301,4.7,11.0,0.0
3303,4.8,7.4,0.0
3304,3.9,5.3,0.0
3305,4.5,5.4,0.0
3306,4.6,3.6,0.0
3308,4.4,4.3,0.0
3310,4.0,27.0,0.0
3312,4.0,1.8,0.0
3313,4.4,3.3,0.0
3314,4.1,2.0,0.0
3315,4.3,6.1,0.0
3316,4.1,9.6,0.0
3317,4.3,9.6,0.0
3318,4.2,10.0,0.0
3319,4.2,8.2,0.0
3320,4.2,14.0,0.0
3321,4.2,25.0,0.0
3322,4.3,9.9,0.0
3323,4.5,22.0,0.0
3325,4.5,8.9,0.0
3327,4.1,2.4,0.0
3328,4.4,25.0,0.0
3331,4.4,1.8,0.0
3332,4.1,17.0,0.0
3334,4.2,4.1,0.0
3335,4.1,18.0,0.0
3336,4.6,14.0,0.0
3340,4.1,0.696,0.0
3341,4.2,4.7,0.0
3342,4.1,8.1,0.0
3344,4.5,7.9,0.0
3345,4.0,4.6,0.0
3346,3.5,0.544,0.0
3347,4.4,3.5,0.0
3350,4.1,0.525,0.0
3351,4.2,2.1,0.0
3353,4.4,14.0,0.0
3355,4.6,8.7,0.0
3356,4.5,21.0,0.0
3358,4.4,12.0,0.0
3359,4.5,18.0,0.0
3360,4.6,17.0,0.0
3361,4.6,3.8,0.0
3363,4.6,23.0,0.0
3364,4.5,14.0,0.0
3365,4.7,15.0,0.0
